Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
53,9991,1,0,0,11,18,8,12.375,3,9,15,5,12.6,Enrolled
39,9670,1,0,0,6,8,1,10.0,0,6,9,0,0.0,Dropout
17,9773,1,0,0,6,8,5,12.6,0,6,10,6,12.428571428571429,Enrolled
43,9147,1,0,0,5,5,5,12.6,0,5,6,4,12.4,Graduate
1,9147,1,0,0,5,7,2,10.0,0,5,6,4,12.0,Dropout
51,9853,1,0,0,7,7,0,0.0,0,6,0,0,0.0,Dropout
7,9991,1,0,0,5,7,5,11.6,0,5,8,5,12.333333333333334,Graduate
17,9254,1,0,0,6,8,6,12.166666666666666,0,6,6,6,13.5,Graduate
17,9670,1,0,0,6,10,4,13.6,0,6,7,5,12.666666666666666,Graduate
39,9147,0,0,0,5,8,4,12.5,0,5,8,5,11.8,Dropout
39,8014,1,1,1,6,6,4,12.25,0,6,10,4,11.5,Enrolled
17,9238,1,0,1,6,7,6,11.714285714285714,0,6,8,6,12.625,Graduate
1,9773,1,1,1,6,7,6,13.5,0,6,7,6,13.0,Graduate
1,9500,1,1,1,8,8,7,13.024285714285714,0,8,8,7,13.024285714285714,Graduate
17,9254,0,1,0,6,12,0,0.0,0,6,0,0,0.0,Dropout
1,9119,1,1,1,5,6,5,17.333333333333332,0,5,8,5,18.571428571428573,Graduate
1,9670,1,1,1,5,7,4,11.0,0,5,7,4,11.5,Graduate
17,9853,1,1,0,7,10,6,13.666666666666666,0,7,9,6,12.5,Dropout
1,9070,1,1,1,6,9,6,11.375,0,6,6,5,13.8,Enrolled
1,9238,1,1,0,6,6,6,12.833333333333334,0,6,8,6,11.833333333333334,Graduate
1,9773,1,1,0,6,9,5,12.6,0,6,11,4,11.5,Graduate
1,9500,1,1,0,7,8,6,14.333333333333334,0,8,9,7,13.771428571428572,Graduate
17,9119,1,1,1,5,8,4,13.5,0,6,10,6,13.625,Enrolled
1,9500,1,1,0,8,8,7,14.285714285714286,0,8,8,7,14.285714285714286,Graduate
44,9003,1,1,0,6,15,3,11.75,0,6,12,2,10.0,Dropout
17,9119,1,1,0,5,5,5,14.8,0,5,5,5,17.6,Graduate
39,9003,0,1,0,6,7,0,0.0,0,6,0,0,0.0,Dropout
39,8014,1,1,0,6,14,1,10.0,0,5,5,0,0.0,Dropout
39,9670,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9500,1,1,0,7,10,4,12.6,0,7,9,5,12.38,Dropout
1,9991,1,1,0,5,9,5,12.428571428571429,0,5,7,5,11.8,Graduate
18,9254,1,1,0,6,10,4,10.0,0,6,11,3,12.0,Enrolled
17,9147,1,1,0,5,7,3,12.333333333333334,0,5,5,0,0.0,Dropout
1,9254,0,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
51,9670,1,1,0,11,12,10,12.1,2,8,9,8,13.333333333333334,Graduate
1,9773,1,0,1,6,7,6,14.714285714285714,0,6,6,6,15.0,Graduate
1,9773,1,0,0,6,6,6,12.666666666666666,0,6,7,6,12.833333333333334,Graduate
53,9003,1,0,1,12,14,12,14.384615384615383,5,10,12,10,13.3,Graduate
17,9147,1,0,1,5,5,5,13.4,0,5,6,5,12.2,Graduate
18,9500,1,0,0,8,8,7,13.314285714285717,0,8,8,7,13.314285714285717,Graduate
1,9500,1,0,0,8,8,7,11.98857142857143,0,8,8,7,11.98857142857143,Graduate
53,9147,1,0,0,11,17,11,11.545454545454543,3,9,13,8,12.88888888888889,Graduate
1,9085,1,0,1,6,13,6,16.46153846153846,0,6,8,6,13.875,Graduate
1,9773,1,0,1,6,7,6,13.666666666666666,0,6,6,6,12.833333333333334,Graduate
1,9500,1,0,0,7,8,7,12.65,0,8,9,8,13.411111111111111,Dropout
1,9670,1,0,0,6,7,6,12.333333333333334,0,6,10,3,12.0,Enrolled
17,9500,1,0,0,7,8,6,14.37,0,8,10,7,14.65,Graduate
17,9085,1,0,0,5,13,3,12.0,0,5,8,4,11.75,Enrolled
1,9773,0,0,1,6,12,3,12.0,0,6,15,3,10.666666666666666,Dropout
43,9254,1,0,1,6,11,4,12.0,0,6,14,3,11.0,Dropout
17,9853,1,0,0,6,10,5,12.6,0,6,7,5,11.2,Graduate
1,9238,1,0,0,6,6,6,12.166666666666666,0,6,6,6,12.333333333333334,Graduate
1,9853,1,0,0,7,8,6,13.5,0,7,8,6,14.0,Enrolled
1,9500,1,0,1,8,8,8,13.76375,0,8,8,8,13.76375,Graduate
17,9556,1,0,1,7,11,6,12.4,0,7,8,6,12.8,Graduate
17,9147,1,0,0,5,16,4,10.666666666666666,0,5,11,2,12.0,Enrolled
1,9500,1,0,0,7,7,6,14.333333333333334,0,7,7,6,14.333333333333334,Graduate
1,9085,1,0,0,6,12,4,12.5,0,6,13,2,12.666666666666666,Enrolled
17,9254,0,0,0,6,14,1,10.0,0,6,13,0,0.0,Dropout
1,9500,1,0,0,7,8,7,14.69625,0,8,9,8,14.622222222222224,Graduate
1,9085,1,0,0,6,14,4,11.5,0,6,17,3,13.75,Enrolled
17,9556,1,0,1,7,9,7,12.855555555555556,0,8,8,8,13.9125,Graduate
1,9500,1,0,0,7,7,7,13.7,0,8,9,8,13.994444444444444,Graduate
1,9130,0,0,0,5,9,0,0.0,1,5,10,1,12.0,Dropout
1,9238,1,0,0,6,13,3,11.2,0,6,9,4,12.0,Enrolled
1,9500,1,0,0,7,7,7,13.285714285714286,0,8,9,8,13.333333333333334,Graduate
17,9853,1,0,0,6,9,5,13.0,0,6,8,5,10.4,Enrolled
39,9500,1,0,1,7,8,6,12.6,0,7,9,6,11.685714285714283,Enrolled
17,9147,0,0,1,5,5,5,12.8,0,5,5,4,12.0,Enrolled
43,9130,1,0,0,6,14,5,11.5,0,6,13,5,11.0,Dropout
18,9500,1,0,1,8,8,7,11.4,0,8,8,7,11.4,Graduate
44,9238,1,0,1,6,6,6,12.333333333333334,2,6,8,6,11.333333333333334,Graduate
1,9773,1,0,0,6,7,5,12.8,0,6,10,4,12.2,Graduate
17,9085,1,0,1,5,8,5,12.0,0,5,8,4,15.0,Graduate
1,9853,1,0,1,6,8,5,13.0,0,6,9,5,13.5,Graduate
17,9070,0,0,1,6,6,6,11.833333333333334,0,6,8,6,11.0,Dropout
1,9085,1,0,0,6,8,6,14.0,0,6,9,6,13.333333333333334,Graduate
17,9773,1,0,1,6,6,6,12.333333333333334,0,6,6,6,13.5,Graduate
1,9500,1,0,1,7,10,5,13.04,0,7,7,7,12.5,Enrolled
53,9085,0,0,0,11,18,11,13.166666666666666,4,9,15,8,13.333333333333334,Enrolled
39,9085,1,0,1,6,7,6,12.5,0,6,11,6,12.833333333333334,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9500,1,0,0,8,8,7,15.657142857142857,0,8,8,7,15.657142857142857,Graduate
1,9070,1,0,0,6,6,6,12.166666666666666,0,6,6,6,11.333333333333334,Graduate
17,9853,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9238,1,0,1,6,11,5,10.6,0,6,9,5,11.166666666666666,Enrolled
1,9085,1,0,0,6,10,6,13.428571428571429,0,6,11,5,12.666666666666666,Enrolled
39,9773,1,0,0,6,8,4,11.75,0,6,12,0,0.0,Dropout
39,9254,0,1,0,5,10,0,0.0,0,5,5,0,0.0,Dropout
17,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
42,9119,0,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
1,9119,1,1,0,5,9,1,13.0,0,5,5,0,0.0,Dropout
1,9500,1,1,1,8,8,7,13.331428571428573,0,8,8,7,13.331428571428573,Graduate
39,9070,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9500,1,1,0,7,7,6,13.7,0,7,7,6,13.7,Graduate
39,9670,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
51,9119,1,1,0,9,12,9,13.454545454545457,2,7,9,6,13.875,Dropout
1,9500,1,1,0,8,8,7,12.2,0,8,8,7,12.2,Graduate
1,9147,1,1,0,5,8,3,10.0,0,5,10,4,11.0,Dropout
53,9670,1,1,1,6,7,5,13.0,0,6,7,6,12.857142857142858,Graduate
39,8014,1,1,0,6,11,6,12.0,0,6,6,6,14.0,Graduate
1,9500,1,1,0,8,8,7,15.028571428571428,0,8,8,7,15.028571428571428,Graduate
1,9238,1,1,0,6,8,6,12.0,0,6,7,6,11.714285714285714,Graduate
1,9773,1,1,0,6,8,5,12.0,0,6,8,5,12.4,Graduate
7,9556,0,1,0,7,7,3,13.666666666666666,3,8,8,3,11.333333333333334,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9147,1,1,0,5,6,5,12.0,0,5,7,4,12.5,Enrolled
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9070,0,1,0,6,6,1,14.0,0,6,7,0,0.0,Dropout
51,9238,1,1,0,6,6,0,0.0,0,6,7,0,0.0,Dropout
18,9556,1,1,0,7,8,7,12.375,0,7,11,5,12.583333333333334,Graduate
39,9500,0,1,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
7,9003,1,1,0,18,21,18,11.421052631578949,10,13,16,13,11.076923076923077,Graduate
1,9500,1,1,0,7,7,6,13.35,0,7,7,6,13.35,Graduate
39,9070,1,1,1,6,6,6,15.0,0,6,6,2,16.0,Graduate
1,9130,1,1,0,5,9,2,10.5,0,5,5,0,0.0,Dropout
43,9130,0,1,0,6,0,0,0.0,0,4,6,0,0.0,Dropout
1,9147,1,1,0,5,8,5,13.25,0,5,6,5,11.833333333333334,Graduate
17,9119,1,1,0,5,10,0,0.0,0,5,5,0,0.0,Dropout
1,9085,1,1,0,5,7,4,11.5,0,5,15,3,10.6,Enrolled
1,9500,1,0,1,8,8,8,13.88125,0,8,8,8,13.88125,Graduate
1,9254,1,0,0,6,8,6,11.333333333333334,0,6,8,5,12.6,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9238,1,0,0,6,7,6,12.857142857142858,0,6,7,6,13.666666666666666,Graduate
17,9773,1,0,0,6,6,5,11.6,0,6,6,6,12.5,Graduate
17,9254,1,0,1,6,9,5,11.4,0,6,6,6,11.333333333333334,Graduate
1,9130,1,0,0,6,11,6,13.333333333333334,0,6,10,6,13.0,Enrolled
44,9070,1,0,1,7,7,7,13.571428571428571,5,9,9,9,13.77777777777778,Graduate
39,9556,1,0,0,7,13,6,11.833333333333334,0,7,8,7,12.228571428571428,Graduate
17,9853,1,0,1,7,7,7,14.428571428571429,0,7,7,7,14.142857142857142,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
1,9254,1,0,1,6,8,6,12.285714285714286,0,6,9,5,12.4,Graduate
1,9085,1,0,0,5,7,5,14.4,0,5,5,5,13.8,Graduate
17,9500,1,0,1,7,8,7,13.15,0,8,9,8,15.06875,Graduate
44,9147,0,1,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
15,9119,1,1,0,5,5,0,0.0,0,6,8,0,0.0,Dropout
18,9500,1,0,1,8,8,7,12.342857142857143,0,8,8,7,12.342857142857143,Graduate
1,9773,1,0,0,6,6,5,12.2,0,6,7,5,10.8,Enrolled
17,9254,1,0,0,6,10,4,10.5,0,6,14,1,11.0,Dropout
15,9147,1,1,0,5,5,5,10.6,0,5,8,5,11.6,Graduate
39,8014,1,0,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
16,9238,1,0,1,6,8,4,11.25,0,6,6,6,12.0,Graduate
43,9670,1,1,0,9,11,6,10.5,4,10,10,10,11.7,Graduate
1,9773,1,0,1,6,11,4,11.0,0,6,11,3,11.666666666666666,Enrolled
18,9500,1,0,0,7,7,7,13.457142857142856,0,8,8,8,14.5125,Graduate
1,9085,1,0,0,5,6,5,12.6,0,5,8,4,12.333333333333334,Graduate
17,9085,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9670,1,0,0,6,6,6,13.666666666666666,0,6,8,5,13.6,Graduate
17,9147,1,0,1,5,5,5,11.6,0,5,5,5,11.8,Graduate
39,9130,1,0,0,6,9,6,12.571428571428571,0,6,10,5,12.833333333333334,Dropout
17,9853,1,0,0,6,7,5,11.8,0,6,7,5,11.4,Dropout
1,9147,1,0,1,5,5,5,11.6,0,5,11,3,12.666666666666666,Enrolled
17,9238,1,0,1,6,8,6,11.333333333333334,0,6,6,6,11.833333333333334,Graduate
1,9254,1,0,0,6,6,6,10.666666666666666,0,6,6,6,11.5,Graduate
1,9130,1,0,0,5,10,4,13.5,0,5,5,5,13.4,Enrolled
1,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
44,9085,1,0,0,6,9,6,13.333333333333334,1,6,9,4,11.5,Graduate
1,9254,1,0,0,6,9,5,13.4,0,6,16,2,13.5,Enrolled
17,9238,1,0,1,6,8,3,10.2,0,6,13,4,12.25,Enrolled
17,9773,1,0,1,6,6,5,13.0,0,6,7,6,12.833333333333334,Graduate
1,9500,1,0,1,8,11,7,12.90857142857143,0,8,11,7,12.90857142857143,Graduate
1,9853,1,0,0,6,12,4,12.0,0,6,11,1,10.0,Dropout
1,9254,1,0,1,6,9,6,10.833333333333334,0,6,8,5,11.0,Enrolled
16,9070,1,0,0,6,6,6,15.333333333333334,0,6,9,6,15.833333333333334,Graduate
1,9500,1,0,1,7,9,6,12.816666666666668,0,8,11,6,12.875,Enrolled
15,9147,0,1,0,7,7,6,13.0,2,6,6,2,14.0,Dropout
15,9119,1,0,0,6,11,2,13.5,0,5,11,2,11.0,Enrolled
39,8014,1,0,0,6,7,6,12.5,0,6,6,6,12.166666666666666,Graduate
18,9670,1,0,1,6,7,6,13.0,0,6,6,6,14.333333333333334,Graduate
1,9085,1,1,0,5,6,4,11.75,0,5,10,5,12.571428571428571,Graduate
1,9670,1,1,0,5,5,4,12.5,0,5,5,4,14.25,Graduate
1,171,1,1,0,17,19,17,11.61111111111111,14,17,22,17,12.055555555555555,Graduate
17,9254,1,1,0,6,6,6,14.0,0,6,6,6,14.666666666666666,Graduate
17,9003,0,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
43,9991,1,1,0,5,5,5,13.8,0,5,6,5,13.833333333333334,Graduate
1,9254,0,1,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
1,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9119,1,1,1,5,9,4,12.25,0,5,9,3,12.333333333333334,Dropout
44,9003,1,1,0,6,12,3,11.5,0,6,12,3,13.666666666666666,Dropout
44,9070,1,1,0,7,9,6,12.571428571428571,5,9,9,9,12.555555555555555,Graduate
17,9130,1,1,0,6,9,6,12.0,0,6,10,5,12.166666666666666,Dropout
1,9003,1,1,0,12,17,11,12.0,4,12,21,12,12.307692307692308,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
18,9238,1,1,1,7,9,6,12.0,2,6,6,6,11.166666666666666,Graduate
1,9119,1,1,0,5,9,4,11.6,0,5,7,4,12.25,Enrolled
1,9147,1,1,1,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9147,1,1,0,5,9,5,12.0,0,5,9,4,13.0,Enrolled
1,9500,1,1,0,7,8,6,13.976666666666668,0,8,12,6,12.041666666666666,Enrolled
1,9670,1,1,0,6,10,4,12.5,0,6,12,1,10.0,Enrolled
18,9147,0,1,0,5,5,0,0.0,0,5,0,0,0.0,Dropout
39,9670,1,1,0,6,15,4,10.5,0,6,16,4,12.5,Dropout
44,9003,1,1,0,6,8,5,12.857142857142858,0,6,11,6,12.3,Graduate
1,9670,1,1,0,5,7,3,11.666666666666666,0,5,5,4,12.0,Enrolled
51,9119,1,1,0,5,7,2,13.0,0,5,11,1,10.0,Dropout
17,9254,1,1,0,6,8,6,11.833333333333334,0,6,9,5,10.4,Enrolled
43,8014,1,1,0,11,11,11,12.454545454545457,3,11,17,8,12.75,Graduate
17,9119,1,1,0,5,6,3,11.0,0,5,6,0,0.0,Dropout
17,9119,1,1,0,5,10,4,13.2,0,5,7,4,14.25,Enrolled
1,9773,1,1,1,6,6,6,15.5,0,6,6,6,14.166666666666666,Graduate
1,9254,1,1,0,6,8,6,12.333333333333334,0,6,6,6,13.666666666666666,Graduate
17,9147,1,1,0,5,13,5,12.0,0,5,9,4,11.4,Enrolled
44,9003,1,1,0,6,12,4,11.6,0,6,11,5,11.5,Enrolled
17,9773,1,1,1,6,7,6,11.333333333333334,0,6,8,6,12.285714285714286,Graduate
17,9773,1,1,0,6,12,0,0.0,0,6,0,0,0.0,Dropout
17,9119,1,1,0,5,7,4,12.0,0,5,8,2,12.5,Enrolled
17,9130,1,1,0,5,11,4,12.0,0,5,9,5,12.6,Graduate
39,9991,1,1,0,5,11,2,12.5,0,5,9,2,11.5,Dropout
51,171,1,1,0,12,12,12,13.666666666666666,4,11,16,11,13.0,Graduate
39,9003,0,1,0,6,17,2,14.5,0,6,13,0,0.0,Dropout
1,9085,1,1,1,6,10,4,13.2,0,6,8,0,0.0,Dropout
53,9085,1,1,1,7,11,5,12.166666666666666,4,8,14,5,14.8,Dropout
39,9773,1,0,0,6,10,4,11.25,0,6,6,6,11.333333333333334,Graduate
1,9670,1,1,1,6,8,6,15.166666666666666,0,6,7,6,14.428571428571429,Graduate
17,9254,1,0,1,6,8,6,11.166666666666666,0,6,7,4,13.4,Graduate
39,9500,1,0,1,7,8,6,10.983333333333334,0,7,8,6,10.983333333333334,Graduate
18,9238,1,0,1,6,8,4,10.75,0,6,11,5,11.5,Graduate
53,9085,0,0,1,12,15,11,13.384615384615383,4,9,13,7,14.285714285714286,Graduate
17,9670,1,0,1,6,8,6,11.285714285714286,0,6,10,5,12.2,Enrolled
43,8014,1,1,0,6,13,0,0.0,0,6,6,0,0.0,Dropout
17,9119,1,1,0,5,7,4,13.0,0,5,9,5,14.833333333333334,Graduate
39,9003,1,1,0,6,9,6,16.11111111111111,0,6,7,6,13.5,Graduate
1,9773,1,1,0,6,8,6,11.5,0,6,8,6,11.0,Graduate
44,9130,1,1,0,6,15,4,10.75,0,6,12,2,10.5,Dropout
39,9670,1,1,1,6,10,4,11.6,0,6,8,5,13.0,Graduate
39,9500,1,1,0,7,21,0,0.0,0,7,7,0,0.0,Dropout
7,9119,1,1,0,5,5,5,13.8,0,5,7,5,14.142857142857142,Graduate
43,9556,1,1,0,7,8,7,13.585714285714284,0,8,8,8,14.6875,Graduate
17,9670,1,1,0,6,8,6,13.857142857142858,0,6,8,5,13.0,Graduate
39,9003,1,1,0,6,12,5,12.0,0,6,10,6,12.333333333333334,Enrolled
44,9003,1,1,1,6,9,6,13.444444444444445,0,6,9,5,12.6,Graduate
1,9070,1,1,0,6,6,6,14.0,0,6,7,6,13.857142857142858,Graduate
1,9670,1,1,0,6,10,1,12.0,0,6,0,0,0.0,Dropout
39,9991,1,1,0,5,5,5,14.2,0,5,6,5,13.833333333333334,Graduate
39,9500,1,0,0,7,11,5,13.34,0,7,9,5,10.84,Enrolled
39,9500,1,0,0,8,12,7,12.457142857142856,3,8,12,7,12.457142857142856,Enrolled
17,9773,0,0,0,6,12,3,11.0,0,6,12,3,12.0,Dropout
39,9991,1,0,1,5,13,4,10.5,0,5,10,4,10.5,Enrolled
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
43,9070,1,1,0,13,13,13,14.0,7,12,13,12,13.0,Graduate
43,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
17,9254,0,1,0,1,1,0,0.0,0,6,0,0,0.0,Dropout
39,9991,1,1,0,5,8,4,10.0,0,5,8,4,12.5,Enrolled
17,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
10,9254,1,0,0,6,6,6,13.5,0,6,6,6,14.333333333333334,Graduate
17,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,171,1,0,1,17,18,17,13.38888888888889,15,17,18,17,14.88888888888889,Graduate
7,9500,0,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
17,171,1,1,0,12,12,12,13.583333333333334,4,11,12,11,13.583333333333334,Graduate
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Enrolled
39,9147,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9991,1,1,0,5,9,1,10.0,0,5,5,0,0.0,Dropout
39,9991,1,1,0,5,5,5,15.2,0,5,5,5,15.2,Graduate
17,9085,1,1,0,6,12,4,12.8,0,6,17,0,0.0,Dropout
1,9670,1,1,0,5,7,5,11.166666666666666,0,5,5,4,11.0,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
1,9500,1,1,0,8,9,7,12.828571428571427,0,8,9,7,12.828571428571427,Graduate
17,9773,0,1,0,6,6,6,12.5,0,6,10,4,12.6,Dropout
39,9119,1,1,1,5,12,3,10.0,0,5,10,3,12.4,Graduate
15,9254,0,0,0,6,6,6,11.5,0,6,10,4,13.25,Graduate
10,9500,0,0,0,8,11,7,11.328571428571427,0,8,11,7,11.328571428571427,Dropout
39,9003,1,0,0,6,15,2,13.0,0,6,13,3,13.0,Enrolled
17,9500,1,0,0,7,7,6,13.033333333333331,0,7,7,6,13.033333333333331,Graduate
15,9773,1,0,0,6,8,6,12.166666666666666,0,6,7,4,11.75,Graduate
7,9119,1,1,0,5,6,4,14.5,0,5,10,3,16.2,Enrolled
1,9085,1,0,0,5,7,5,14.4,0,5,5,5,13.6,Graduate
44,9991,1,0,0,6,10,4,12.25,3,7,9,6,12.5,Enrolled
39,9500,1,0,0,7,14,0,0.0,0,7,14,0,0.0,Dropout
1,9238,1,0,1,6,6,6,12.666666666666666,0,6,6,6,12.0,Graduate
18,9853,0,0,0,6,14,2,12.0,0,6,14,3,11.666666666666666,Dropout
39,9119,0,0,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
17,9147,1,0,0,5,5,3,11.666666666666666,0,5,10,4,10.8,Dropout
39,9853,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,8014,1,0,0,5,12,1,10.0,0,5,10,0,0.0,Dropout
7,9130,1,1,0,7,8,0,0.0,0,6,9,0,0.0,Dropout
39,8014,1,0,0,6,11,4,12.25,0,6,16,3,12.0,Dropout
17,9070,1,0,0,6,10,4,12.0,0,6,6,6,12.5,Graduate
18,9773,0,0,0,6,7,5,12.6,0,6,6,5,11.8,Enrolled
39,9991,0,0,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
7,9254,0,0,0,5,5,0,0.0,0,5,10,0,0.0,Dropout
39,9500,0,0,0,8,8,0,0.0,0,8,8,0,0.0,Dropout
43,8014,1,0,1,16,16,16,12.6875,11,13,13,13,12.0,Graduate
43,9147,1,0,0,13,22,10,10.4,4,9,18,6,10.666666666666666,Graduate
7,9147,1,0,0,15,26,14,10.466666666666669,9,12,16,12,10.923076923076923,Graduate
1,9085,1,0,0,5,10,5,14.333333333333334,0,5,8,5,13.0,Graduate
39,8014,1,0,1,7,7,6,14.666666666666666,0,6,7,6,14.333333333333334,Graduate
1,9500,1,0,0,7,7,7,12.835714285714284,0,8,8,8,14.23125,Graduate
1,9119,1,1,0,5,5,0,0.0,0,5,0,0,0.0,Dropout
17,9147,1,1,0,5,9,0,0.0,0,5,5,0,0.0,Enrolled
16,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9500,1,1,0,8,8,8,13.24875,0,8,8,8,13.24875,Graduate
15,33,1,1,0,7,10,7,12.857142857142858,0,7,7,4,12.75,Enrolled
17,9130,1,0,0,6,12,5,13.6,0,6,10,4,14.25,Enrolled
1,9147,1,0,1,5,6,3,14.0,0,5,8,5,12.4,Graduate
44,9130,0,0,0,6,11,3,12.0,0,6,11,2,11.0,Enrolled
17,9085,1,0,0,6,9,6,13.166666666666666,0,6,8,4,14.0,Enrolled
17,9238,1,0,1,6,8,6,13.625,0,6,7,6,12.166666666666666,Graduate
17,9500,1,0,1,7,8,7,14.85,0,8,9,8,15.61111111111111,Graduate
1,9147,1,1,0,5,9,4,10.75,0,5,6,5,11.4,Graduate
15,9556,1,0,0,7,11,0,0.0,0,7,11,2,11.666666666666666,Enrolled
43,9130,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,8014,1,0,0,12,14,12,14.0,2,7,12,7,13.857142857142858,Enrolled
39,9003,0,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
39,9991,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9003,0,0,0,6,17,5,13.0,0,6,11,4,11.75,Dropout
7,9991,1,0,0,8,12,8,12.375,4,9,11,5,12.4,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9670,1,0,0,6,10,5,11.4,0,6,9,4,13.75,Dropout
39,9991,1,0,0,5,9,4,11.25,0,5,7,4,13.0,Enrolled
1,9085,0,0,0,5,7,3,13.0,0,5,8,3,12.0,Dropout
16,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Enrolled
1,9773,1,1,1,6,6,6,13.5,0,6,6,6,14.166666666666666,Graduate
16,9070,1,0,0,6,11,1,11.0,0,6,11,4,11.0,Enrolled
43,9991,1,0,0,5,9,0,0.0,0,5,10,1,11.0,Dropout
17,9853,1,0,1,6,9,5,12.0,0,6,8,5,11.2,Dropout
1,9773,1,0,1,6,8,5,13.0,0,6,7,6,13.0,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9147,1,0,0,5,8,4,12.0,0,5,8,4,12.25,Enrolled
17,9119,1,1,0,5,10,5,11.166666666666666,0,5,10,3,10.8,Enrolled
17,9254,1,1,0,6,13,2,10.5,0,6,11,1,12.0,Dropout
17,8014,1,1,0,6,7,6,12.666666666666666,0,6,6,6,12.166666666666666,Graduate
44,9003,1,1,0,6,6,1,11.0,0,6,8,0,0.0,Dropout
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9147,1,1,0,5,6,4,11.5,0,5,12,2,10.333333333333334,Enrolled
1,171,0,1,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9147,1,1,0,5,10,2,10.5,0,5,5,4,11.75,Enrolled
1,9670,1,1,0,5,8,4,12.5,0,5,6,4,11.0,Enrolled
1,9500,1,1,0,7,9,6,12.833333333333334,0,8,12,6,12.5,Enrolled
1,9773,1,1,1,6,7,6,15.571428571428571,0,6,7,6,16.142857142857142,Graduate
17,9238,1,1,0,6,10,4,12.0,0,6,7,5,11.8,Dropout
17,9773,1,1,0,6,6,4,11.25,0,6,6,3,11.333333333333334,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9670,1,1,0,6,10,6,12.285714285714286,0,6,11,4,14.25,Enrolled
1,9254,1,1,0,6,12,5,11.0,0,6,11,3,10.333333333333334,Enrolled
44,9003,1,1,0,6,8,6,12.142857142857142,0,6,11,5,13.6,Graduate
39,9003,0,1,0,6,11,2,11.5,0,6,7,0,0.0,Dropout
53,9003,1,1,0,12,16,11,12.545454545454543,5,10,12,8,11.625,Enrolled
1,9254,1,1,0,6,10,4,13.0,0,6,6,6,13.0,Graduate
1,9500,1,1,0,8,9,8,12.8875,0,8,9,8,12.8875,Graduate
17,9773,1,1,0,6,6,6,12.666666666666666,0,6,7,5,13.6,Enrolled
